Language	ISO 639-3 Code	Type
Samogitian	sgs	Living
Samosa	swm	Living
Sampang	rav	Living
Samre	sxm	Living
Samtao	stu	Living
Samvedi	smv	Living
San Agustín Mixtepec Zapotec	ztm	Living
San Baltazar Loxicha Zapotec	zpx	Living
San Blas Kuna	cuk	Living
San Dionisio Del Mar Huave	hve	Living
San Felipe Otlaltepec Popoloca	pow	Living
San Francisco Del Mar Huave	hue	Living
San Francisco Matlatzinca	mat	Living
San Jerónimo Tecóatl Mazatec	maa	Living
San Juan Atzingo Popoloca	poe	Living
San Juan Colorado Mixtec	mjc	Living
San Juan Guelavía Zapotec	zab	Living
San Juan Teita Mixtec	xtj	Living
San Luís Temalacayuca Popoloca	pps	Living
San Marcos Tlacoyalco Popoloca	pls	Living
San Martín Itunyoso Triqui	trq	Living
San Martín Quechua	qvs	Living
San Mateo Del Mar Huave	huv	Living
San Miguel Creole French	scf	Living
San Miguel El Grande Mixtec	mig	Living
San Miguel Piedras Mixtec	xtp	Living
San Pedro Amuzgos Amuzgo	azg	Living
San Pedro Quiatoni Zapotec	zpf	Living
San Salvador Kongo	kwy	Living
San Vicente Coatlán Zapotec	zpt	Living
Sanaani Arabic	ayn	Living
Sanapaná	spn	Living
Sandawe	sad	Living
Sanga (Democratic Republic of Congo)	sng	Living
Sanga (Nigeria)	xsn	Living
Sanggau	scg	Living
Sangil	snl	Living
Sangir	sxn	Living
Sangisari	sgr	Living
Sangkong	sgk	Living
Sanglechi	sgy	Living
Sango	sag	Living
Sangtam Naga	nsa	Living
Sangu (Gabon)	snq	Living
Sangu (Tanzania)	sbp	Living
Sani	ysn	Living
Sanie	ysy	Living
Saniyo-Hiyewe	sny	Living
Sankaran Maninka	msc	Living
Sansi	ssi	Living
Santa Ana de Tusi Pasco Quechua	qxt	Living
Santa Catarina Albarradas Zapotec	ztn	Living
Santa Inés Ahuatempan Popoloca	pca	Living
Santa Inés Yatzechi Zapotec	zpn	Living
Santa Lucía Monteverde Mixtec	mdv	Living
Santa María Del Mar Huave	hvv	Living
Santa María La Alta Nahuatl	nhz	Living
Santa María Quiegolani Zapotec	zpi	Living
Santa María Zacatepec Mixtec	mza	Living
Santa Teresa Cora	cok	Living
Santali	sat	Living
Santiago del Estero Quichua	qus	Living
Santiago Xanica Zapotec	zpr	Living
Santo Domingo Albarradas Zapotec	zas	Living
Sanumá	xsu	Living
Sa'och	scq	Living
Sãotomense	cri	Living
Saparua	spr	Living
Sapé	spc	Living
Sapo	krn	Living
Saponi	spi	Living
Saposa	sps	Living
Sapuan	spu	Living
Sar	mwm	Living
Sara	sre	Living
Sara Kaba	sbz	Living
Sara Kaba Deme	kwg	Living
Sara Kaba Náà	kwv	Living
Saraiki	skr	Living
Saramaccan	srm	Living
Sarangani Blaan	bps	Living
Sarangani Manobo	mbs	Living
Sarasira	zsa	Living
Sardinian	srd	Living
Sari	asj	Living
Sarikoli	srh	Living
Sarli	sdf	Living
Sarsi	srs	Living
Sartang	onp	Living
Sarua	swy	Living
Sarudu	sdu	Living
Saruga	sra	Living
Sasak	sas	Living
Sasaru	sxs	Living
Sassarese Sardinian	sdc	Living
Satawalese	stw	Living
Sateré-Mawé	mav	Living
Saterfriesisch	stq	Living
Saudi Arabian Sign Language	sdl	Living
Saurashtra	saz	Living
Sauri	srt	Living
Sauria Paharia	mjt	Living
Sause	sao	Living
Sausi	ssj	Living
Savara	svr	Living
Savi	sdg	Living
Savosavo	svs	Living
Sawai	szw	Living
Saweru	swr	Living
Sawi	saw	Living
Sawila	swt	Living
Sawknah	swn	Living
Saxwe Gbe	sxw	Living
Saya	say	Living
Sayula Popoluca	pos	Living
Scots	sco	Living
Scottish Gaelic	gla	Living
Sea Island Creole English	gul	Living
Seba	kdg	Living
Sebat Bet Gurage	sgw	Living
Seberuang	sbx	Living
Sebop	sib	Living
Sebuyau	snb	Living
Sechelt	sec	Living
Secoya	sey	Living
Sedang	sed	Living
Sedoa	tvw	Living
Seeku	sos	Living
Segai	sge	Living
Segeju	seg	Living
Seget	sbg	Living
Sehwi	sfw	Living
Seimat	ssg	Living
Seit-Kaitetu	hik	Living
Sekani	sek	Living
Sekapan	skp	Living
Sekar	skz	Living
Seke (Nepal)	skj	Living
Seke (Vanuatu)	ske	Living
Sekele	vaj	Living
Seki	syi	Living
Seko Padang	skx	Living
Seko Tengah	sko	Living
Sekpele	lip	Living
Selangor Sign Language	kgi	Living
Selaru	slu	Living
Selayar	sly	Living
Selee	snw	Living
Selepet	spl	Living
Selkup	sel	Living
Selungai Murut	slg	Living
Seluwasan	sws	Living
Semai	sea	Living
Semandang	sdm	Living
Semaq Beri	szc	Living
Sembakung Murut	sbr	Living
Semelai	sza	Living
Semimi	etz	Living
Semnam	ssm	Living
Semnani	smy	Living
Sempan	xse	Living
Sena	seh	Living
Senara Sénoufo	seq	Living
Senaya	syn	Living
Sene	sej	Living
Seneca	see	Living
Sengele	szg	Living
Senggi	snu	Living
Sengo	spk	Living
Sengseng	ssz	Living
Sentani	set	Living
Senthang Chin	sez	Living
Sentinel	std	Living
Sepa (Indonesia)	spb	Living
Sepa (Papua New Guinea)	spe	Living
Sepik Iwam	iws	Living
Sera	sry	Living
Serbian	srp	Living
Serbo-Croatian	hbs	Living
Sere	swf	Living
Serer	srr	Living
Seri	sei	Living
Serili	sve	Living
Serrano	ser	Living
Serua	srw	Living
Serudung Murut	srk	Living
Serui-Laut	seu	Living
Seselwa Creole French	crs	Living
Seta	stf	Living
Setaman	stm	Living
Seti	sbi	Living
Settla	sta	Living
Severn Ojibwa	ojs	Living
Sewa Bay	sew	Living
Seze	sze	Living
S'gaw Karen	ksw	Living
Sha	scw	Living
Shabak	sdb	Living
Shahmirzadi	srz	Living
Shahrudi	shm	Living
Shall-Zwall	sha	Living
Shamang	xsh	Living
Shama-Sambuga	sqa	Living
Shambala	ksb	Living
Shan	shn	Living
Shanenawa	swo	Living
Shanga	sho	Living
Sharanahua	mcd	Living
Shark Bay	ssv	Living
Sharwa	swq	Living
Shatt	shj	Living
Shau	sqh	Living
Shawnee	sjw	Living
She	shx	Living
Shehri	shv	Living
Shekhawati	swv	Living
Shekkacho	moy	Living
Sheko	she	Living
Shelta	sth	Living
Shempire Senoufo	seb	Living
Shendu	shl	Living
Sheni	scv	Living
Sherbro	bun	Living
Sherdukpen	sdp	Living
Sherpa	xsr	Living
Sheshi Kham	kip	Living
Shi	shr	Living
Shihhi Arabic	ssh	Living
Shiki	gua	Living
Shilluk	shk	Living
Shina	scl	Living
Shipibo-Conibo	shp	Living
Shixing	sxg	Living
Sholaga	sle	Living
Shom Peng	sii	Living
Shona	sna	Living
Shoo-Minda-Nye	bcv	Living
Shor	cjs	Living
Shoshoni	shh	Living
Shua	shg	Living
Shuar	jiv	Living
Shubi	suj	Living
Shughni	sgh	Living
Shumashti	sts	Living
Shumcho	scu	Living
Shuswap	shs	Living
Shuwa-Zamani	ksa	Living
Shwai	shw	Living
Shwe Palaung	pll	Living
Sialum	slw	Living
Siamou	sif	Living
Sian	spg	Living
Siane	snp	Living
Siang	sya	Living
Siar-Lak	sjr	Living
Siawi	mmp	Living
Sibe	nco	Living
Siberian Tatar	sty	Living
Sibu Melanau	sdx	Living
Sichuan Yi	iii	Living
Sicilian	scn	Living
Sìcìté Sénoufo	sep	Living
Sidamo	sid	Living
Sie	erg	Living
Sierra de Juárez Zapotec	zaa	Living
Sierra Leone Sign Language	sgx	Living
Sierra Negra Nahuatl	nsu	Living
Sighu	sxe	Living
Sihan	snr	Living
Sihuas Ancash Quechua	qws	Living
Sika	ski	Living
Sikaiana	sky	Living
Sikaritai	tty	Living
Sikiana	sik	Living
Sikkimese	sip	Living
Siksika	bla	Living
Sikule	skh	Living
Sila	slt	Living
Silacayoapan Mixtec	mks	Living
Sileibi	sbq	Living
Silesian	szl	Living
Silimo	wul	Living
Siliput	mkc	Living
Silopi	xsp	Living
Silt'e	stv	Living
Simaa	sie	Living
Simba	sbw	Living
Simbali	smg	Living
Simbari	smb	Living
Simbo	sbb	Living
Simeku	smz	Living
Simeulue	smr	Living
Simte	smt	Living
Sinagen	siu	Living
Sinasina	sst	Living
Sinaugoro	snc	Living
Sindhi	snd	Living
Sindhi Bhil	sbn	Living
Sindihui Mixtec	xts	Living
Singapore Sign Language	sls	Living
Singpho	sgp	Living
Sinhala	sin	Living
Sinicahua Mixtec	xti	Living
Sininkere	skq	Living
Sinsauru	snz	Living
Sinte Romani	rmo	Living
Sinyar	sys	Living
Sio	xsi	Living
Siona	snn	Living
Sipacapense	qum	Living
Sira	swj	Living
Siri	sir	Living
Siriano	sri	Living
Sirionó	srq	Living
Sirmauri	srx	Living
Siroi	ssd	Living
Sissala	sld	Living
Sissano	sso	Living
Sivandi	siy	Living
Siwai	siw	Living
Siwi	siz	Living
Siwu	akp	Living
Siyin Chin	csy	Living
Skagit	ska	Living
Skolt Sami	sms	Living
Skou	skv	Living
Slave (Athapascan)	den	Living
Slavomolisano	svm	Living
Slovak	slk	Living
Slovakian Sign Language	svk	Living
Slovenian	slv	Living
Small Flowery Miao	sfm	Living
Smärky Kanum	kxq	Living
Snohomish	sno	Living
Sô	sss	Living
So (Democratic Republic of Congo)	soc	Living
So'a	ssq	Living
Sobei	sob	Living
Sochiapam Chinantec	cso	Living
Soga	xog	Living
Soi	soj	Living
Sok	skk	Living
Sokoro	sok	Living
Soli	sby	Living
Solong	aaw	Living
Solos	sol	Living
Somali	som	Living
Somba-Siawari	bmu	Living
Somrai	sor	Living
Somyev	kgt	Living
Sonaga	ysg	Living
Sonde	shc	Living
Songe	sop	Living
Songlai Chin	csj	Living
Songo	soo	Living
Songomeno	soe	Living
Songoora	sod	Living
Sonha	soi	Living
Sonia	siq	Living
Soninke	snk	Living
Sonsorol	sov	Living
Soo	teu	Living
Sop	urw	Living
Soqotri	sqt	Living
Sora	srb	Living
Sori-Harengan	sbh	Living
Sorkhei	sqo	Living
Sorsogon Ayta	ays	Living
Sos Kundi	sdk	Living
Sota Kanum	krz	Living
Sou	sqq	Living
South African Sign Language	sfs	Living
South Awyu	aws	Living
South Azerbaijani	azb	Living
South Bolivian Quechua	quh	Living
South Central Banda	lnl	Living
South Central Dinka	dib	Living
South Efate	erk	Living
South Fali	fal	Living
South Giziga	giz	Living
South Lembata	lmf	Living
South Levantine Arabic	ajp	Living
South Marquesan	mqm	Living
South Muyu	kts	Living
South Ndebele	nbl	Living
South Nuaulu	nxl	Living
South Slavey	xsl	Living
South Tairora	omw	Living
South Ucayali Ashéninka	cpy	Living
South Watut	mcy	Living
South West Bay	sns	Living
Southeast Ambrym	tvk	Living
Southeast Babar	vbb	Living
Southeast Ijo	ijs	Living
Southeast Pashai	psi	Living
Southeastern Dinka	dks	Living
Southeastern Ixtlán Zapotec	zpd	Living
Southeastern Kolami	nit	Living
Southeastern Nochixtlán Mixtec	mxy	Living
Southeastern Pomo	pom	Living
Southeastern Puebla Nahuatl	npl	Living
Southeastern Tarahumara	tcu	Living
Southeastern Tepehuan	stp	Living
Southern Alta	agy	Living
Southern Altai	alt	Living
Southern Amami-Oshima	ams	Living
Southern Aymara	ayc	Living
Southern Bai	bfs	Living
Southern Balochi	bcc	Living
Southern Betsimisaraka Malagasy	bzc	Living
Southern Binukidnon	mtw	Living
Southern Birifor	biv	Living
Southern Bobo Madaré	bwq	Living
Southern Bontok	obk	Living
Southern Carrier	caf	Living
Southern Catanduanes Bikol	bln	Living
Southern Conchucos Ancash Quechua	qxo	Living
Southern Dagaare	dga	Living
Southern Dong	kmc	Living
Southern East Cree	crj	Living
Southern Ghale	ghe	Living
Southern Gondi	ggo	Living
Southern Grebo	grj	Living
Southern Guiyang Hmong	hmy	Living
Southern Haida	hax	Living
Southern Hindko	hnd	Living
Southern Kalinga	ksc	Living
Southern Kisi	kss	Living
Southern Kiwai	kjd	Living
Southern Kurdish	sdh	Living
Southern Lolopo	ysp	Living
Southern Luri	luz	Living
Southern Ma'di	snm	Living
Southern Mashan Hmong	hma	Living
Southern Mnong	mnn	Living
Southern Muji	ymc	Living
Southern Nago	nqg	Living
Southern Nambikuára	nab	Living
Southern Ngbandi	nbw	Living
Southern Nicobarese	nik	Living
Southern Nisu	nsd	Living
Southern Nuni	nnw	Living
Southern One	osu	Living
Southern Pashto	pbt	Living
Southern Pastaza Quechua	qup	Living
Southern Pomo	peq	Living
Southern Puebla Mixtec	mit	Living
Southern Puget Sound Salish	slh	Living
Southern Pumi	pmj	Living
Southern Qiandong Miao	hms	Living
Southern Qiang	qxs	Living
Southern Rengma Naga	nre	Living
Southern Rincon Zapotec	zsr	Living
Southern Roglai	rgs	Living
Southern Sama	ssb	Living
Southern Sami	sma	Living
Southern Samo	sbd	Living
Southern Sierra Miwok	skd	Living
Southern Sorsoganon	srv	Living
Southern Sotho	sot	Living
Southern Subanen	laa	Living
Southern Thai	sou	Living
Southern Tiwa	tix	Living
Southern Toussian	wib	Living
Southern Tujia	tjs	Living
Southern Tutchone	tce	Living
Southern Uzbek	uzs	Living
Southern Yamphu	lrr	Living
Southern Yukaghir	yux	Living
Southwest Gbaya	gso	Living
Southwest Palawano	plv	Living
Southwest Pashai	psh	Living
Southwest Tanna	nwi	Living
Southwestern Bontok	vbk	Living
Southwestern Dinka	dik	Living
Southwestern Fars	fay	Living
Southwestern Guiyang Hmong	hmg	Living
Southwestern Huishui Hmong	hmh	Living
Southwestern Nisu	nsv	Living
Southwestern Tarahumara	twr	Living
Southwestern Tepehuan	tla	Living
Southwestern Tlaxiaco Mixtec	meh	Living
Sowanda	sow	Living
Soyaltepec Mazatec	vmp	Living
Soyaltepec Mixtec	vmq	Living
Spanish	spa	Living
Spanish Sign Language	ssp	Living
Spiti Bhoti	spt	Living
Spokane	spo	Living
Squamish	squ	Living
Sranan Tongo	srn	Living
Sri Lankan Creole Malay	sci	Living
Sri Lankan Sign Language	sqs	Living
Standard Arabic	arb	Living
Standard Estonian	ekk	Living
Standard Latvian	lvs	Living
Standard Malay	zsm	Living
Standard Moroccan Tamazight	zgh	Living
Stellingwerfs	stl	Living
Stod Bhoti	sbu	Living
sTodsde	jih	Living
Stoney	sto	Living
Straits Salish	str	Living
Suabo	szp	Living
Suarmin	seo	Living
Suau	swp	Living
Suba	sxb	Living
Suba-Simbiti	ssc	Living
Subiya	sbs	Living
Sudanese Arabic	apd	Living
Sudanese Creole Arabic	pga	Living
Sudest	tgo	Living
Suena	sue	Living
Suga	sgi	Living
Suganga	sug	Living
Sugut Dusun	kzs	Living
Sui	swi	Living
Suki	sui	Living
Suku	sub	Living
Sukuma	suk	Living
Sukur	syk	Living
Sukurum	zsu	Living
Sula	szn	Living
Sulka	sua	Living
Sulod	srg	Living
Suma	sqm	Living
Sumariup	siv	Living
Sumau	six	Living
Sumbawa	smw	Living
Sumbwa	suw	Living
Sumi Naga	nsm	Living
Sumtu Chin	csv	Living
Sunam	ssk	Living
Sundanese	sun	Living
Sunwar	suz	Living
Suoy	syo	Living
Supyire Senoufo	spp	Living
Sur	tdl	Living
Surbakhal	sbj	Living
Surgujia	sgj	Living
Suri	suq	Living
Surigaonon	sgd	Living
Surjapuri	sjp	Living
Sursurunga	sgz	Living
Suruahá	swx	Living
Surubu	sde	Living
Suruí	sru	Living
Suruí Do Pará	mdz	Living
Susu	sus	Living
Susuami	ssu	Living
Suundi	sdj	Living
Suwawa	swu	Living
Suyá	suy	Living
Svan	sva	Living
Swabian	swg	Living
Swahili (individual language)	swh	Living
Swahili (macrolanguage)	swa	Living
Swampy Cree	csw	Living
Swati	ssw	Living
Swedish	swe	Living
Swedish Sign Language	swl	Living
Swiss German	gsw	Living
Swiss-French Sign Language	ssr	Living
Swiss-German Sign Language	sgg	Living
Swiss-Italian Sign Language	slf	Living
Swo	sox	Living
Syenara Senoufo	shz	Living
Sylheti	syl	Living
Syriac	syr	Living
Taa	nmn	Living
Taabwa	tap	Living
Tabaa Zapotec	zat	Living
Tabaru	tby	Living
Tabasco Chontal	chf	Living
Tabasco Zoque	zoq	Living
Tabassaran	tab	Living
Tabla	tnm	Living
Tabo	knv	Living
Tabriak	tzx	Living
Tacahua Mixtec	xtt	Living
Tacana	tna	Living
Tachawit	shy	Living
Tachelhit	shi	Living
Tachoni	lts	Living
Tadaksahak	dsq	Living
Tadyawan	tdy	Living
Tae'	rob	Living
Tafi	tcd	Living
Tagabawa	bgs	Living
Tagakaulo	klg	Living
Tagal Murut	mvv	Living
Tagalog	tgl	Living
Tagargrent	oua	Living
Tagbanwa	tbw	Living
Tagbu	tbm	Living
Tagdal	tda	Living
Tagin	tgj	Living
Tagish	tgx	Living
Tagoi	tag	Living
Tagwana Senoufo	tgw	Living
Tahaggart Tamahaq	thv	Living
Tahitian	tah	Living
Tahltan	tht	Living
Tai	taw	Living
Tai Daeng	tyr	Living
Tai Dam	blt	Living
Tai Do	tyj	Living
Tai Dón	twh	Living
Tai Hang Tong	thc	Living
Tai Hongjin	tiz	Living
Tai Laing	tjl	Living
Tai Loi	tlq	Living
Tai Long	thi	Living
Tai Mène	tmp	Living
Tai Nüa	tdd	Living
Tai Pao	tpo	Living
Tai Thanh	tmm	Living
Tai Ya	cuu	Living
Taiap	gpn	Living
Taikat	aos	Living
Tainae	ago	Living
Tairaha	bxa	Living
Tairuma	uar	Living
Taita	dav	Living
Taiwan Sign Language	tss	Living
Ta'izzi-Adeni Arabic	acq	Living
Taje	pee	Living
Tajik	tgk	Living
Tajiki Arabic	abh	Living
Tajio	tdj	Living
Tajuasohn	tja	Living
Takestani	tks	Living
Takia	tbc	Living
Takua	tkz	Living
Takuu	nho	Living
Takwane	tke	Living
Tal	tal	Living
Tala	tak	Living
Talaud	tld	Living
Taliabu	tlv	Living
Talieng	tdf	Living
Talinga-Bwisi	tlj	Living
Talise	tlr	Living
Talodi	tlo	Living
Taloki	tlk	Living
Talondo'	tln	Living
Talu	yta	Living
Talysh	tly	Living
Tama (Chad)	tma	Living
Tamagario	tcg	Living
Taman (Indonesia)	tmn	Living
Tamashek	tmh	Living
Tamasheq	taq	Living
Tamazola Mixtec	vmx	Living
Tambas	tdk	Living
Tambotalo	tls	Living
Tambunan Dusun	kzt	Living
Tami	tmy	Living
Tamil	tam	Living
Tamki	tax	Living
Tamnim Citak	tml	Living
Tampias Lobu	low	Living
Tampuan	tpu	Living
Tampulma	tpm	Living
Tanacross	tcb	Living
Tanahmerah	tcm	Living
Tanaina	tfn	Living
Tanapag	tpv	Living
Tandaganon	tgn	Living
Tandia	tni	Living
Tandroy-Mahafaly Malagasy	tdx	Living
Tanema	tnx	Living
Tangale	tan	Living
Tangchangya	tnv	Living
Tanggu	tgu	Living
Tangkhul Naga (India)	nmf	Living
Tangkhul Naga (Myanmar)	ntx	Living
Tangko	tkx	Living
Tanglang	ytl	Living
Tangoa	tgp	Living
Tanguat	tbs	Living
Tanimbili	tbe	Living
Tanimuca-Retuarã	tnc	Living
Tanjijili	uji	Living
Tanosy Malagasy	txy	Living
Tanudan Kalinga	kml	Living
Tanzanian Sign Language	tza	Living
Tapei	afp	Living
Tapieté	tpj	Living
Tapirapé	taf	Living
Tarao Naga	tro	Living
Tareng	tgr	Living
Tariana	tae	Living
Tarifit	rif	Living
Tarjumo	txj	Living
Tarok	yer	Living
Taroko	trv	Living
Tarpia	tpf	Living
Tasawaq	twq	Living
Tase Naga	nst	Living
Tasmate	tmt	Living
Tataltepec Chatino	cta	Living
Tatana	txx	Living
Tatar	tat	Living
Tatuyo	tav	Living
Tauade	ttd	Living
Taulil	tuh	Living
Taungyo	tco	Living
Taupota	tpa	Living
Tause	tad	Living
Taushiro	trr	Living
Tausug	tsg	Living
Tauya	tya	Living
Taveta	tvs	Living
Tavoyan	tvn	Living
Tavringer Romani	rmu	Living
Tawala	tbo	Living
Tawallammat Tamajaq	ttq	Living
Tawandê	xtw	Living
Tawang Monpa	twm	Living
Tawara	twl	Living
Taworta	tbp	Living
Tawoyan	twy	Living
Tawr Chin	tcp	Living
Tày	tyz	Living
Tay Khang	tnu	Living
Tày Sa Pa	tys	Living
Tày Tac	tyt	Living
Tayart Tamajeq	thz	Living
Tayo	cks	Living
Taznatit	grr	Living
Tboli	tbl	Living
Tchitchege	tck	Living
Tchumbuli	bqa	Living
Teanu	tkw	Living
Tebul Sign Language	tsy	Living
Tebul Ure Dogon	dtu	Living
Tecpatlán Totonac	tcw	Living
Tedaga	tuq	Living
Tedim Chin	ctd	Living
Tee	tkq	Living
Téén	lor	Living
Tefaro	tfo	Living
Tegali	ras	Living
Tehit	kps	Living
Tehuelche	teh	Living
Tejalapan Zapotec	ztt	Living
Teke-Ebo	ebo	Living
Teke-Fuumu	ifm	Living
Teke-Kukuya	kkw	Living
Teke-Laali	lli	Living
Teke-Nzikou	nzu	Living
Teke-Tege	teg	Living
Teke-Tsaayi	tyi	Living
Teke-Tyee	tyx	Living
Tektiteko	ttc	Living
Tela-Masbuar	tvm	Living
Telefol	tlf	Living
Telugu	tel	Living
Teluti	tlt	Living
Tem	kdh	Living
Temacine Tamazight	tjo	Living
Temascaltepec Nahuatl	nhv	Living
Tembé	tqb	Living
Tembo (Kitembo)	tbt	Living
Tembo (Motembo)	tmv	Living
Teme	tdo	Living
Temein	teq	Living
Temi	soz	Living
Temiar	tea	Living
Temoaya Otomi	ott	Living
Temoq	tmo	Living
Tempasuk Dusun	tdu	Living
Temuan	tmw	Living
T'en	tct	Living
Tena Lowland Quichua	quw	Living
Tenango Otomi	otn	Living
Tene Kan Dogon	dtk	Living
Tenggarong Kutai Malay	vkt	Living
Tengger	tes	Living
Tenharim	pah	Living
Tenino	tqn	Living
Tenis	tns	Living
Tennet	tex	Living
Teop	tio	Living
Teor	tev	Living
Tepetotutla Chinantec	cnt	Living
Tepeuxila Cuicatec	cux	Living
Tepinapa Chinantec	cte	Living
Tepo Krumen	ted	Living
Ter Sami	sjt	Living
Tera	ttr	Living
Terebu	trb	Living
Terei	buo	Living
Tereno	ter	Living
Teressa	tef	Living
Tereweng	twg	Living
Teribe	tfr	Living
Terik	tec	Living
Termanu	twu	Living
Ternate	tft	Living
Tesaka Malagasy	tkg	Living
Tese	keg	Living
Teso	teo	Living
Tetela	tll	Living
Tetelcingo Nahuatl	nhg	Living
Tetum	tet	Living
Tetun Dili	tdt	Living
Te'un	tve	Living
Teutila Cuicatec	cut	Living
Tewa (Indonesia)	twe	Living
Tewa (USA)	tew	Living
Tewe	twx	Living
Texcatepec Otomi	otx	Living
Texistepec Popoluca	poq	Living
Texmelucan Zapotec	zpz	Living
Tezoatlán Mixtec	mxb	Living
Tha	thy	Living
Thachanadan	thn	Living
Thado Chin	tcz	Living
Thai	tha	Living
Thai Sign Language	tsq	Living
Thai Song	soa	Living
Thaiphum Chin	cth	Living
Thakali	ths	Living
Thangal Naga	nki	Living
Thangmi	thf	Living
Thao	ssf	Living
Tharaka	thk	Living
Thayore	thd	Living
Tho	tou	Living
Thompson	thp	Living
Thopho	ytp	Living
Thu Lao	tyl	Living
Thudam	thw	Living
Thulung	tdh	Living
Thuri	thu	Living
Tiagbamrin Aizi	ahi	Living
Tiale	mnl	Living
Tiang	tbj	Living
Tibea	ngy	Living
Tibetan	bod	Living
Tichurong	tcn	Living
Ticuna	tca	Living
Tidaá Mixtec	mtx	Living
Tidikelt Tamazight	tia	Living
Tidong	tid	Living
Tidore	tvo	Living
Tiéfo	tiq	Living
Tiemacèwè Bozo	boo	Living
Tiene	tii	Living
Tiéyaxo Bozo	boz	Living
Tifal	tif	Living
Tigak	tgc	Living
Tigon Mbembe	nza	Living
Tigre	tig	Living
Tigrinya	tir	Living
Tii	txq	Living
Tijaltepec Mixtec	xtl	Living
Tikar	tik	Living
Tikopia	tkp	Living
Tilapa Otomi	otl	Living
Tilquiapan Zapotec	zts	Living
Tilung	tij	Living
Tima	tms	Living
Timbe	tim	Living
Timne	tem	Living
Timugon Murut	tih	Living
Tinani	lbf	Living
Tindi	tin	Living
Tinigua	tit	Living
Tinoc Kallahan	tne	Living
Tinputz	tpz	Living
Tippera	tpe	Living
Tira	tic	Living
Tirahi	tra	Living
Tiranige Diga Dogon	tde	Living
Tiri	cir	Living
Tiruray	tiy	Living
Tita	tdq	Living
Titan	ttv	Living
Tiv	tiv	Living
Tiwa	lax	Living
Tiwi	tiw	Living
Tlachichilco Tepehua	tpt	Living
Tlacoapa Me'phaa	tpl	Living
Tlacoatzintepec Chinantec	ctl	Living
Tlacolulita Zapotec	zpk	Living
Tlahuitoltepec Mixe	mxp	Living
Tlamacazapa Nahuatl	nuz	Living
Tlazoyaltepec Mixtec	mqh	Living
Tlingit	tli	Living
To	toz	Living
To'abaita	mlu	Living
Toaripi	tqo	Living
Toba	tob	Living
Tobagonian Creole English	tgh	Living
Toba-Maskoy	tmf	Living
Tobanga	tng	Living
Tobati	tti	Living
Tobelo	tlb	Living
Tobian	tox	Living
Tobilung	tgb	Living
Tobo	tbv	Living
Tocantins Asurini	asu	Living
Tocho	taz	Living
Toda	tcx	Living
Todrah	tdr	Living
Tofanma	tlg	Living
Tofin Gbe	tfi	Living
Togbo-Vara Banda	tor	Living
Tohono O'odham	ood	Living
Tojolabal	toj	Living
Tok Pisin	tpi	Living
Tokano	zuh	Living
Tokelau	tkl	Living
Toku-No-Shima	tkn	Living
Tol	jic	Living
Tolaki	lbw	Living
Tolomako	tlm	Living
Tolowa	tol	Living
Toma	tod	Living
Tomadino	tdi	Living
Tombelala	ttp	Living
Tombonuo	txa	Living
Tombulu	tom	Living
Tomini	txm	Living
Tommo So Dogon	dto	Living
Tomo Kan Dogon	dtm	Living
Tomoip	tqp	Living
Tondano	tdn	Living
Tondi Songway Kiini	tst	Living
Tonga (Nyasa)	tog	Living
Tonga (Thailand)	tnz	Living
Tonga (Tonga Islands)	ton	Living
Tonga (Zambia)	toi	Living
Tongwe	tny	Living
Tonsawang	tnw	Living
Tonsea	txs	Living
Tontemboan	tnt	Living
Tooro	ttj	Living
Topoiyo	toy	Living
Toposa	toq	Living
Toraja-Sa'dan	sda	Living
Toram	trj	Living
Torau	ttu	Living
Tornedalen Finnish	fit	Living
Toro	tdv	Living
Toro So Dogon	dts	Living
Toro Tegu Dogon	dtt	Living
Toromono	tno	Living
Torres Strait Creole	tcs	Living
Torricelli	tei	Living
Torwali	trw	Living
Tosk Albanian	als	Living
Totela	ttl	Living
Toto	txo	Living
Totoli	txe	Living
Totomachapan Zapotec	zph	Living
Totontepec Mixe	mto	Living
Totoro	ttk	Living
Touo	tqu	Living
Toura (Côte d'Ivoire)	neb	Living
Toura (Papua New Guinea)	don	Living
Towei	ttn	Living
Traveller Norwegian	rmg	Living
Traveller Scottish	trl	Living
Tregami	trm	Living
Trieng	stg	Living
Trimuris	tip	Living
Tring	tgq	Living
Tringgus-Sembaan Bidayuh	trx	Living
Trinidad and Tobago Sign Language	lst	Living
Trinidadian Creole English	trf	Living
Trinitario	trn	Living
Trió	tri	Living
Trumai	tpy	Living
Tsaangi	tsa	Living
Tsakhur	tkr	Living
Tsakonian	tsd	Living
Tsakwambo	kvz	Living
Tsamai	tsb	Living
Tsat	huq	Living
Tseku	tsk	Living
Tshangla	tsj	Living
Tsikimba	kdl	Living
Tsimané	cas	Living
Tsimihety Malagasy	xmw	Living
Tsimshian	tsi	Living
Tsishingini	tsw	Living
Tso	ldp	Living
Tsoa	hio	Living
Tsogo	tsv	Living
Tsonga	tso	Living
Tsotso	lto	Living
Tsou	tsu	Living
Tsucuba	cbq	Living
Tsum	ttz	Living
Ts'ün-Lao	tsl	Living
Tsuvadi	tvd	Living
Tsuvan	tsh	Living
Tswa	tsc	Living
Tswana	tsn	Living
Tswapong	two	Living
Tu	mjg	Living
Tuamotuan	pmt	Living
Tübatulabal	tub	Living
Tucano	tuo	Living
Tugen	tuy	Living
